ACh_Sal,ACh_CNO,NE_Sal,NE_CNO
0.518372695376382,0.520087544191863,0.525032901869409,0.498840326912302
0.518687810038784,0.516277383891204,0.52475997669468,0.498337921450654
0.518394715463382,0.514931758361071,0.526312327634613,0.493446241498985
0.516362320134872,0.503887887347506,0.529678384005162,0.489285218640525
0.512491211703151,0.502301591807137,0.534167192746013,0.493377623903605
0.509732597961817,0.501393399687824,0.53842075060947,0.500939176111208
0.505571908558105,0.501013006266204,0.537587830078667,0.493139510649465
0.502491382009697,0.502514853206522,0.534896346061112,0.493188482859896
0.49923459479164,0.501072732914889,0.530550898797009,0.495560143504509
0.49796211771167,0.51068513871691,0.526516185766094,0.495960948328162
0.498321661818481,0.517267277602796,0.521241043002582,0.491359308541041
0.499964079887108,0.51721554830383,0.514883385631351,0.494089975878236
0.500643323612858,0.526135229042412,0.508094616737048,0.501922271836748
0.502350888312781,0.530774889914898,0.502855839766387,0.504933910560625
0.505210272641347,0.53569670971797,0.498232920626394,0.511768977670016
0.505185519633108,0.543146574980942,0.49898450369124,0.506541619568939
0.503824781689012,0.550980751248007,0.498833515400846,0.503945028397675
0.501553066348404,0.555405943156012,0.49807142960875,0.494384754018226
0.501499894890373,0.559335337913445,0.497476459804343,0.489902536176472
0.502949278398695,0.534109657777611,0.498884611630182,0.485585428109244
0.505131900162179,0.531784902382771,0.497268187665445,0.501589435183559
0.507500260829385,0.526335210779888,0.495312438380187,0.505634991608802
0.50963580993079,0.519503154362309,0.493231011099797,0.506663518333293
0.51192703828687,0.516664487480363,0.49016970203787,0.503054290482175
0.511762384144201,0.514925762812067,0.49065790289062,0.498606399666164
0.512567920283539,0.511975805595875,0.490015593637174,0.499162820197842
0.516790477127238,0.50807476824081,0.486225343134318,0.509536920234398
0.519673868725804,0.503421854788168,0.484237013503838,0.514484662084727
0.519074292059186,0.498716203671367,0.480837078310784,0.511808078496449
0.52043951760301,0.494740050578282,0.477460348295327,0.509868080313204
0.521136631138086,0.493239456846191,0.475836042872182,0.499009807154344
0.522407430097432,0.489754787479812,0.475750172823087,0.494125047711695
0.521307180076418,0.490348707363317,0.478315574283903,0.48504909168031
0.520940875239891,0.491066657604065,0.479691093759144,0.483556424630243
0.51937708072982,0.493640556469259,0.481573402055241,0.476778603348264
0.519283357019335,0.494444200623622,0.482045615554652,0.480387128617153
0.520768829840471,0.497295433629763,0.485250368006416,0.48502202116829
0.521181144118726,0.49899032702549,0.487753291124989,0.488225474737593
0.520938057034035,0.502644844989659,0.49227386546295,0.493849523340006
0.521214614513948,0.502229051419283,0.496915894799577,0.493161747028713
0.522298048080846,0.502850237838449,0.500627916850762,0.510640115355029
0.523845714468522,0.502537587794561,0.504163644590855,0.51511298462732
0.524991082328003,0.502355779766937,0.502531750058064,0.516399825023367
0.523502408624192,0.500792070081201,0.501082999216213,0.515092672888183
0.524833106073929,0.500801040641335,0.502449402042623,0.508201185076157
0.521125297234822,0.500233275851115,0.504297193723872,0.503220312613233
0.517217125381756,0.501916322802519,0.507144177783227,0.495675238605082
0.514416006441784,0.512067475524734,0.510990424555266,0.492270033243496
0.512382897655793,0.518097385649504,0.513832703332673,0.490644196892928
0.508898108152137,0.51545648908119,0.518602195772207,0.482237636915343
0.507742810692539,0.518504564442699,0.524046541733731,0.48171960079231
0.508407153466224,0.522219609270757,0.527920309845078,0.483694579368943
0.510021645502018,0.523668339389748,0.527388648649259,0.491577666206939
0.512997620724222,0.536137988868657,0.525112658017774,0.491325869599957
0.513117270856324,0.532424686949691,0.51866035274192,0.499127606437498
0.514054412886478,0.536367665550796,0.514987853105499,0.506626207867666
0.512875401682053,0.535828127454952,0.511507141733117,0.502903076877245
0.511074851549134,0.535363118854408,0.506714930313268,0.49054896926178
0.512398278388495,0.53033542411616,0.503386096170037,0.492218818954107
0.5152219098403,0.52660368656533,0.500243069423298,0.490825170750036
0.516787576526994,0.525879190113454,0.494199282634357,0.495780328913533
0.520575813154038,0.524763880452143,0.490927704177466,0.490519411476742
0.521318070367443,0.517956214089445,0.488336424231768,0.497102489106234
0.521842470567434,0.516372838950114,0.486652152599681,0.491678402239669
0.521732493723066,0.515362927106489,0.485119196137645,0.495436037724788
0.519556161037345,0.515712838635456,0.482812668802834,0.496489981029118
0.519805882177634,0.526206033086294,0.481349436236302,0.495384571830227
0.518821153096572,0.531430188845871,0.476732551844406,0.485809810912263
0.519404853144186,0.537971047695527,0.471969403510662,0.481428343242896
0.517336365870992,0.546836287224909,0.46771870054929,0.478663181762411
0.512751880273747,0.554659775339142,0.467238935408309,0.480623087843919
0.509790212722834,0.561162513652405,0.469929318617271,0.481957881372494
0.507360067255456,0.56746481788218,0.474659808485406,0.493178748895409
0.505862123069104,0.570487836666668,0.48294528510441,0.498263670324583
0.506855863549296,0.565722096302394,0.492025731303329,0.505094942126864
0.506714642843478,0.566046467595562,0.499724998952612,0.517067361922014
0.504863678044085,0.565558614463776,0.505526051335417,0.530666238027907
0.503925564179102,0.570296982766877,0.509113534845948,0.526277473647412
0.505335429675956,0.566718944404281,0.509700956854007,0.52574061414026
0.503612058152111,0.563731535790768,0.507901550537092,0.521389229418864
0.503212488747683,0.561411489016332,0.505715196940619,0.515070678396757
0.503812532381037,0.552386599703835,0.503110296499162,0.511992396158921
0.506797452433623,0.553163575324187,0.502658457956153,0.515951257101087
0.510644269044598,0.548956402832688,0.504269992953882,0.519670562428749
0.512408769447678,0.551139850392941,0.501199612656136,0.522435296102582
0.514364762326525,0.54477328102938,0.501510193852314,0.527832503235482
0.512348912291964,0.544433203382292,0.502688386801429,0.526883209735104
0.508933112670301,0.54465662667033,0.506068452957921,0.522667589322321
0.50393571952755,0.553920848540921,0.510934385513068,0.522884799794723
0.501381639489449,0.569940464563923,0.510361627307044,0.530197851280233
0.501204494252621,0.569025918270938,0.509497958248161,0.538247567582724
0.502418416585464,0.5698596380671,0.507108745899701,0.538673731461235
0.505839032935949,0.571406434504611,0.506610669131364,0.542509702281211
0.510443696067741,0.571871107097432,0.507749574936971,0.547681108136238
0.516056251501779,0.574311322674806,0.510212638644538,0.551101542988469
0.521093988501358,0.57720992418382,0.50829423143462,0.541361096328187
0.526710698480467,0.580608830844382,0.511878486324545,0.541872445736509
0.529134609664346,0.579657364106015,0.515290296648181,0.529229923213062
0.530693454400171,0.578253992784908,0.518787523353309,0.518432116700399
0.53376711729511,0.567157823094434,0.524279171864493,0.514451705670896
0.535797273316467,0.554641235776879,0.528617663315,0.509952436223613
0.536754145577011,0.550137337590236,0.528818941091182,0.505636422508408
0.539337239896571,0.542936142746104,0.525938025879504,0.508361291141642
0.539943306366189,0.539650495343455,0.524824370060052,0.506840464317278
0.543418475019468,0.537013959161291,0.523524353034178,0.522397566290997
0.545843063137278,0.542749206399855,0.518996689295994,0.5244425886184
0.545660372410948,0.541880081733711,0.512656759886078,0.522233181111705
0.545562042630115,0.535955748893596,0.506658298441618,0.519259927286557
0.54419995703658,0.530350394886232,0.499864977407252,0.517512224569856
0.543064429534892,0.532127260991885,0.493558962769599,0.497608693856311
0.539507140822609,0.534355970463275,0.495072379513068,0.488877601339858
0.538408929094434,0.537305284739046,0.496853119235834,0.488781878970618
0.537796012328879,0.540907180382085,0.501144243184446,0.491955893882052
0.540968418540185,0.543743768024303,0.500789679889511,0.495231967835734
0.542929774380018,0.547735736295839,0.500735185607807,0.506347045617015
0.544640203940298,0.549212820112883,0.497826207769525,0.51503982601694
0.545681899331528,0.557548720427843,0.497287061854249,0.512537424885429
0.544899406755555,0.55595643939859,0.49361028787522,0.515705055760039
0.542986868552243,0.5639126773008,0.491685660320733,0.499278428041864
0.544511496170499,0.572761219366527,0.493029266546635,0.502071109354532
0.545156573165742,0.57505705519734,0.495024413479528,0.505530579853615
0.546532357753486,0.578991376018541,0.498452054051277,0.505858951756913
0.548803134172692,0.579716228188032,0.504887190627196,0.509534329267962
0.552038613137414,0.582039633606872,0.514116136010945,0.50990313774048
0.555500655723799,0.585392360530803,0.522836047005742,0.513546885020475
0.561339750767246,0.586726866002853,0.533228279666987,0.514123726902082
0.563376533825068,0.585491572901251,0.542193496822901,0.511117450224602
0.563657950839222,0.574786217343419,0.547939500794624,0.508274318455125
0.564355212781927,0.572839266829645,0.552726927377679,0.502552568961508
0.563477585315329,0.564151955432905,0.553202450289661,0.498532582326147
0.563051240298805,0.556096300404941,0.5519168949556,0.49514993533645
0.561243093303324,0.557504356891682,0.549151789769337,0.49797194710015
0.559063932560113,0.558333253560854,0.545546794091034,0.497716697984679
0.557726044895537,0.559421302826989,0.539939022585765,0.500453906766671
0.555503331483177,0.563120090965317,0.532235093088884,0.501164428804273
0.551400029720347,0.565027049329653,0.524966222824122,0.505725597181656
0.548978641388147,0.566758068619854,0.518051643048488,0.501432564592492
0.54823392056332,0.565018652940995,0.509653435274222,0.50582855526556
0.55175813963754,0.563251646972355,0.505153564866099,0.504755617120547
0.554830010733536,0.562646721729064,0.500316479146072,0.514421493821651
0.557680980213622,0.565890662208199,0.500112780520914,0.519901851842944
0.561539342313904,0.571038094450206,0.499957562411891,0.517685337377876
0.565248170546879,0.580212296843011,0.502485392289779,0.52088520132376
0.565368954821042,0.580593289115969,0.510505411553569,0.521994133900549
0.564945417773352,0.582554973820791,0.515908703689264,0.52380014963555
0.566958350237573,0.592793351736212,0.522222358309078,0.523857116146077
0.568573463798784,0.593157269350348,0.525006290641008,0.505890056174825
0.567750497361719,0.597685816619543,0.528589599591225,0.504358359851641
0.57000612254043,0.59511905336225,0.530433637076203,0.502739047064218
0.568386329811454,0.593921849301748,0.526517274626848,0.502931623442318
0.565801728806426,0.591912096169977,0.525822475467181,0.509138304925572
0.562322103788383,0.592861095004396,0.521552959599603,0.507423897990325
0.555806092019845,0.595112312679009,0.519737755067521,0.50291179778447
0.551521356618911,0.596531206972447,0.518922270208106,0.508922064378831
0.551451654164935,0.594966005940726,0.514398992668394,0.522111093648238
0.552398171797606,0.59608318240968,0.510037045486457,0.527874236525128
0.553772005289253,0.596899329278946,0.50477423806267,0.532581541141079
0.554600071667711,0.599561647650614,0.503349237256272,0.535226162663405
0.55804040137036,0.585209438846165,0.505983745868672,0.518541968786586
0.559758543901457,0.587737461292421,0.506961302921333,0.518081522975596
0.561325722222047,0.58793112954813,0.511697248456861,0.514532717756441
0.561140266468256,0.584494783677539,0.51930453186007,0.511671851328852
0.559880403256026,0.582593846365026,0.524790281053968,0.508475709492499
0.557574694817876,0.580364619845574,0.530343790772996,0.519126781781764
0.552550717567274,0.579138471063162,0.535698300215429,0.514005954719907
0.553808214212087,0.585537411878192,0.539687730033053,0.512695630718247
0.555539901585678,0.583441855854137,0.540934304922406,0.509332911617173
0.559536504353485,0.583942069821567,0.539527653311314,0.507926120047447
0.562227231757738,0.583746380630303,0.537639843640315,0.510920778504391
0.569491700542321,0.568998135468049,0.537448297458729,0.51118852462375
0.575619032250372,0.573036395005106,0.537302504772657,0.520295539548013
0.577373306192268,0.581861575346596,0.5331501244078,0.523468497991915
0.57844219735063,0.589415074643812,0.532014841709438,0.51904836067791
0.576695094164683,0.594867286975411,0.530428123540582,0.521017325066474
0.573004950549294,0.598990960656902,0.528432847654801,0.526503483146893
0.568743144443477,0.606906909117811,0.5279569693299,0.528724746297043
0.566414674405414,0.606490866929538,0.525256205415066,0.521585893591905
0.565393593154115,0.604858159441369,0.524487857369561,0.516157741918623
0.566258473738244,0.601174165730752,0.523612660538472,0.512817506308417
0.566863817476992,0.60402063436248,0.522331518750374,0.508185285618142
0.56860465032107,0.601338584615724,0.521552195843945,0.504368606865482
0.570870540009111,0.598024503489,0.522853534011994,0.497980872528813
0.574971871273663,0.595075751340846,0.523177801635955,0.486344425332122
0.577234262650663,0.586875063343442,0.522839132820349,0.485948612034892
0.578916029652105,0.595976110486131,0.524077959414151,0.486692483528567
0.579080744926159,0.595643648529744,0.523555431096771,0.48871423414618
0.576013221008378,0.596270783777183,0.520823812805633,0.489097442956902
0.571838834527836,0.595868192413518,0.520547718535015,0.501151911334115
0.569191182060191,0.587276920231801,0.517734937396939,0.514730388925381
0.564943381142519,0.588020969678778,0.517040460671357,0.518943935603281
0.560484067505449,0.588193916501912,0.515131060589881,0.525100991025911
0.557519670573711,0.587520453367343,0.515088858244581,0.52975566915357
0.555299928814757,0.591220554477681,0.515912689471547,0.533535591096982
0.556575354396162,0.591744974755117,0.515038207850606,0.541619064336127
0.555169731186831,0.600321267790849,0.513177207493576,0.541424674850891
0.553261708198332,0.602003527443577,0.51370254607728,0.536451297368338
0.555581740763305,0.600856865254297,0.511111274718244,0.527447863743155
0.554620399378343,0.601162270005133,0.510920038351757,0.507609579280345
0.552509113722842,0.601869434014783,0.508042718007941,0.513686945684151
0.551634125637057,0.59217340585649,0.504940142376302,0.511932662340294
0.553816342960925,0.595929149012366,0.50393429226594,0.509028291547471
0.554958913625671,0.599029818074512,0.509819780483582,0.509245642387629
0.559550163816086,0.610333028790099,0.513731968034085,0.513112257837477
0.56415060840993,0.614624332011549,0.518503313667996,0.520368949217012
0.56604929850523,0.628057203186855,0.517840611663814,0.525130215856992
0.567791613422137,0.631014650181267,0.518764809855663,0.529241484134846
0.569929864103737,0.627924063355368,0.516833467875587,0.53630135349096
0.570316480171295,0.625266219998818,0.518205934945773,0.527937920165809
0.570044065690986,0.625109608367877,0.51758347959925,0.527720345735492
0.570472465037237,0.622454390884429,0.516755839154719,0.524294850571335
0.568014690838965,0.620382195388464,0.51476538219275,0.519615998636161
0.567796472661915,0.612321528452104,0.516296371085849,0.524108949918106
0.57058864427906,0.614252502954704,0.517252839144935,0.520386557434207
0.574367433235544,0.615690011487696,0.516483535470354,0.518557920479507
0.576391948147394,0.609728082909064,0.515730373476055,0.518202229254737
0.579323483555353,0.611509327544091,0.515705933209015,0.524445894114169
0.580492734006893,0.609850962076212,0.514325942659956,0.533601084073364
0.579427502917697,0.599687125378041,0.51382746340692,0.533313475507439
0.578906073648403,0.599595649763594,0.511665288302402,0.537601311048311
0.575720483118672,0.607164707598103,0.509327774439267,0.540592235798426
0.572220237074119,0.604004235492061,0.504757022226814,0.541583887462347
0.567932642658424,0.606690267914306,0.502489310854638,0.541125991184562
0.564386787391112,0.607354786304056,0.500600538806405,0.535461155010489
0.560860672760364,0.601176677852791,0.499295875349025,0.523684522058127
0.559046906659584,0.606431448914484,0.496894699300387,0.511850278789218
0.555684481427952,0.618355544659658,0.498739305466112,0.502928259663843
0.549661601995417,0.618900349052929,0.501441047680616,0.50299422969102
0.545157320828077,0.623331325800953,0.502163621727521,0.499329585636514
0.542529248684302,0.621128899913002,0.499914085478967,0.495090547099078
0.542172349918483,0.61642701337075,0.501488818933945,0.506744270426901
0.542250342329714,0.626362743562274,0.50109887498105,0.515407438917171
0.545632305143927,0.624011957500596,0.500777282436698,0.519577999737189
0.547509223724386,0.620203807092734,0.500052698279963,0.524442026253968
0.550250811547312,0.616799112731466,0.496595544876419,0.519926812908103
0.55312599870934,0.616068456672825,0.492937805653216,0.52414958792156
0.557367413635815,0.611710703456428,0.490248006785862,0.527762094025603
0.559514675162054,0.612169435302541,0.486117585372742,0.534246024683652
0.561079504604744,0.602438350470109,0.485386740696923,0.529202563816677
0.562510180603916,0.595126521042212,0.483084760502394,0.525509206995926
0.565378173498193,0.587839928826921,0.481160348073344,0.526557475220037
