Sal,CNO
0.52488838137695,0.523935380432854
0.524947123221226,0.524111027728448
0.525467370517787,0.524597470087411
0.525864731483313,0.524360763951032
0.525371786960593,0.52401494377463
0.525344533884025,0.523649198997091
0.525880245948562,0.52401082478453
0.526170660161305,0.523627795986225
0.526754882949897,0.522850910731302
0.527028075678019,0.521886727739959
0.526796323736904,0.521963518708821
0.526904752190662,0.521836087440072
0.526676309276095,0.521253015048433
0.527386661587513,0.521502517016356
0.527945062673213,0.521642986864931
0.528348056495185,0.521113410016045
0.528484652076538,0.520206831553132
0.528908993982883,0.520345349483223
0.529480194962559,0.520174060843317
0.529265960734217,0.521036668608286
0.52901689155622,0.520883643538282
0.529666537223585,0.521023754591034
0.530255417199884,0.521096633911043
0.530194612967227,0.521238299605429
0.5311336949189,0.521740189132976
0.531795543057737,0.522080905653285
0.531990849018375,0.522282933017787
0.531955082696149,0.522206805282553
0.532026229590648,0.522715330297208
0.532535811070294,0.522627660824283
0.532929591652575,0.522508426585175
0.532833398638133,0.522330226645545
0.533084434271928,0.522106462586078
0.53358457798878,0.521996851567587
0.533920570081355,0.522012147587032
0.533749393652906,0.522216957107987
0.534194563817531,0.521733347728288
0.534550948449365,0.521321926503414
0.535149415133613,0.521043003161846
0.535428001267798,0.520428576996981
0.535432976281174,0.519846240812977
0.53547944467126,0.520086924085333
0.535522829712726,0.519789501001388
0.535828596068156,0.519896363795766
0.535690498920005,0.520040696285156
0.535904475362055,0.519937894563712
0.536158326146037,0.519753721608088
0.536438844687712,0.520198380260282
0.5368365232072,0.520075916782788
0.53671684004736,0.520482564641038
0.536946839262901,0.520674567763209
0.537520743120704,0.520639633972217
0.537672876397472,0.521127346928096
0.538217577190816,0.521162029603934
0.53811897716048,0.521364537742332
0.538307402840793,0.521905363978677
0.538658808622311,0.52212530645531
0.539047584649283,0.522445933624271
0.539035065857736,0.523010087868976
0.539166573048317,0.523092536116414
0.539878997712184,0.523071576895713
0.53971789553198,0.523493388459743
0.539848767019207,0.523588795051376
0.539927056159818,0.524097449262245
0.539596855548366,0.523853881394355
0.540132257543003,0.524026409242538
0.54018790699467,0.524370522416085
0.540379982216114,0.524434345463169
0.540107923065087,0.524590844067212
0.540225183822605,0.524846575578894
0.540075369750686,0.524824665787111
0.539679078407484,0.524984215276415
0.539328777428551,0.524945810815617
0.539898595538991,0.525393704266478
0.539975721190769,0.525646611882128
0.540393847016899,0.525567214912014
0.540257652942541,0.525263016548336
0.540888518175669,0.525002101247221
0.541086448713771,0.524795811528282
0.541176739835895,0.532419723634204
0.541369517895613,0.532636487143035
0.542049448706117,0.532436968429841
0.542364575689923,0.532937828306502
0.542810557179943,0.532138093722742
0.542955033328989,0.53209575890554
0.543480274553087,0.531954096037317
0.543951966484847,0.531764853709523
0.544304243204786,0.531011629220219
0.544800981935645,0.531143978744956
0.545555211849424,0.530869108271334
0.546177832469324,0.530907502132419
0.546590019319096,0.530873723415849
0.546923033654761,0.530719294554176
0.547405637976427,0.530258151068708
0.547609427275283,0.529414783504455
0.547916327671193,0.529256837970943
0.547723658481822,0.528783620984239
0.54811932043299,0.528221470817176
0.548112346338411,0.52836541065585
0.548074633468747,0.527743987932743
0.548271577745723,0.527097231513875
0.548320112498287,0.526925975335693
0.548607979247952,0.527305711891393
0.548744618791594,0.526913659821373
0.549341160326908,0.526280187505828
0.549412954779318,0.526189736678729
0.549906779895384,0.525578061149946
0.55044129854862,0.525753102006646
0.5508304827033,0.525761705701615
0.551519044661453,0.525399874501891
0.55226761777842,0.525216149484191
0.552849824823206,0.525417360711955
0.553622877893314,0.524948488039112
0.554216646614528,0.524623786089993
0.554689295399445,0.524622960344294
0.555260984551361,0.524966682490176
0.55534516951195,0.524558246344889
0.555637625817355,0.524622229695067
0.556116684162378,0.524650343066967
0.556970544864751,0.524214916098958
0.557325557251085,0.524370797968269
0.557395203054647,0.524742243412396
0.558011820276291,0.524155973817244
0.558308025633181,0.524357773879068
0.558655319923087,0.524396340849362
0.558758069053301,0.524540309142408
0.558926911341789,0.525184611156487
0.559017094979655,0.525274163067738
0.559112342620623,0.525164647859854
0.55928704688155,0.524847887044909
0.559518527803299,0.524760863732809
0.559864849601611,0.524458963362835
0.560086712898945,0.524878913217925
0.560300285057483,0.524448346846056
0.560259996149033,0.524891230903135
0.560625128851438,0.524873368952644
0.560154387226047,0.524701710341396
0.55994214618345,0.524315573605034
0.559914417905684,0.523724927048247
0.560216813368978,0.523264433580864
0.560509178071618,0.522986838152989
0.56022234792961,0.522661455002146
0.560063546900718,0.522002625701812
0.56015189562691,0.522448351050637
0.559677505643811,0.521835191476707
0.559895411901781,0.520798736041896
0.559807066613237,0.520311276758819
0.559961104794413,0.520119178401459
0.559415083439561,0.519526724390581
0.559175754233491,0.518789658054026
0.559191683381778,0.518773353750826
0.559418212187558,0.518443608479133
0.559391474185311,0.518118367844802
0.559294169068448,0.518084470253962
0.55942508127958,0.517810301118553
0.559593016641822,0.517472915579202
0.559465422034199,0.51755497134153
0.559185326970203,0.517549705540685
0.559635123127846,0.517245961838425
0.560162231210202,0.51701954218741
0.560427783420009,0.517408061389837
0.560537186532253,0.51776364301848
0.561045521401758,0.517939007097487
0.561029618941813,0.518310768650115
0.560493783691965,0.518031265007708
0.560680634017376,0.510549968825499
0.560382730482993,0.510568065303191
0.560321956163161,0.510202276863252
0.560553418093838,0.510674478118207
0.560908107605059,0.51068648008216
0.560238855682415,0.511242933416122
0.560150198533044,0.511111592244908
0.56011627377505,0.511518967323368
0.560184886296613,0.512081087083146
0.560207356176648,0.512685245813501
0.560344676730604,0.513084565927671
0.55997848470211,0.513393291334383
0.560124105928971,0.513763635516487
0.55990432251251,0.514793123590317
0.55988466101563,0.5151033912321
0.560197621448493,0.514906051783512
0.560231510522062,0.514984720641047
0.559505412562864,0.515428339058752
0.559259372002933,0.515222223388694
0.559139007386927,0.515692576613112
0.559388108652318,0.508046907536981
0.55958505418877,0.508655934898702
0.55903416312109,0.509017527371197
0.558332583822038,0.508782317444708
0.558009558752202,0.509364940423746
0.557929997738717,0.509624832542042
0.557689651532845,0.51023357836934
0.557726631030408,0.510430245908393
0.557345389634665,0.510324858488157
0.5572861833278,0.510631863873974
0.557634675598599,0.510418793641213
0.558015345450248,0.51056319488393
0.558204609454783,0.510710157674686
0.558262076216934,0.510661057829171
0.558281869369275,0.510792557657394
0.558888082732142,0.511088687630975
0.558988672803823,0.511239028407134
0.559715415951546,0.510965399718349
0.560651009116175,0.511195788724375
0.560873065133743,0.511687242884144
0.561486220511393,0.512144562403392
0.561482779390115,0.512689345238648
0.561737764281054,0.512862303937235
0.56253824560313,0.513079178904351
0.563059452580499,0.513426988061526
0.563055278355441,0.513975694374972
0.563347802428854,0.514476125726777
0.563728825519092,0.514404235126756
0.563930961946835,0.514605164244991
0.563557104603281,0.514612903993705
0.563911223351806,0.514563502346895
0.564000608532674,0.514935277396107
0.564118261830081,0.51548252210716
0.563877372515287,0.515692160314084
0.564287698368393,0.51569895721027
0.564941897302929,0.515394479789357
0.565448016848559,0.515194695925323
0.565637425928515,0.514759140480481
0.565593792592176,0.515142471288382
0.566011452629612,0.515256311689886
0.566206794985963,0.515409198447695
0.566725390725695,0.515540979393646
0.566644755936268,0.51608678120613
0.56696645355995,0.516069044665662
0.567672935789321,0.516336191812025
0.568151539252969,0.516992952622164
0.568247830220497,0.517282672538717
0.568252120906784,0.518132201859047
0.568573398436928,0.518197563855494
0.569129210164802,0.518581448785639
0.569332702071984,0.519209595715492
0.569498658974629,0.519739463378813
0.56932365522983,0.52004231517458
0.56914807911207,0.52090910395519
0.569453339944064,0.521562973855385
